Sales Channel,OrderDate,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Discount Applied,Revenue,recency,frequency,monetary,R,F,M,rfm_group,rfm_total,segment
Online,2020-09-17,15,18,328,10,0.2,2891.18,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Distributor,2020-09-17,21,49,366,28,0.2,344.92,7,152,354161.33,2,2,1,221,5,Need Attention
In-Store,2020-09-18,11,12,45,25,0.1,992.4,3,210,616719.31,5,5,5,555,15,Champions
Distributor,2020-09-18,22,2,319,8,0.1,168.04,9,135,327409.14,2,1,1,211,4,Need Attention
In-Store,2020-09-18,7,4,354,35,0.075,1877.14,5,167,526981.0599999999,3,4,5,345,12,Champions
Online,2020-09-18,13,4,225,33,0.05,444.61,5,167,526981.0599999999,3,4,5,345,12,Champions
Wholesale,2020-09-18,28,25,17,12,0.1,259.29,5,162,461601.95,3,4,4,344,11,Potential Loyalists
In-Store,2020-09-18,3,48,15,1,0.075,32.23,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Wholesale,2020-09-18,28,25,316,20,0.05,2474.71,5,162,461601.95,3,4,4,344,11,Potential Loyalists
In-Store,2020-09-18,6,26,345,19,0.075,980.88,11,153,375766.72,1,2,2,122,5,Need Attention
Wholesale,2020-09-18,28,13,95,13,0.1,1929.6,4,171,441003.32,4,4,3,443,11,At Risk Customer
Online,2020-09-18,15,32,28,42,0.05,330.98,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Online,2020-09-18,18,44,366,13,0.2,1742.27,3,156,348209.08,5,2,1,521,8,Checker
Wholesale,2020-09-19,28,19,21,29,0.05,1412.36,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Distributor,2020-09-19,22,46,218,26,0.4,696.46,4,157,378414.74,4,3,2,432,9,At Risk Customer
In-Store,2020-09-19,1,7,102,19,0.2,191.35,3,153,414155.93,5,2,3,523,10,Potential Loyalists
Wholesale,2020-09-19,26,5,10,41,0.1,262.64,30,159,445632.75,1,3,4,134,8,Need Attention
In-Store,2020-09-19,4,41,112,33,0.075,985.24,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Online,2020-09-19,18,28,27,45,0.1,592.95,8,145,348495.46,2,1,1,211,4,Need Attention
Online,2020-09-19,19,31,141,30,0.15,1188.04,4,152,398616.83,4,2,2,422,8,At Risk Customer
Online,2020-09-19,13,37,111,11,0.1,599.78,11,152,425241.12,1,2,3,123,6,Need Attention
In-Store,2020-09-20,8,45,348,32,0.05,986.64,5,156,407145.0,3,2,3,323,8,At Risk Customer
In-Store,2020-09-20,2,28,366,4,0.05,4403.91,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2020-09-20,3,11,121,9,0.15,12843.9,6,178,487614.24,3,5,5,355,13,Champions
In-Store,2020-09-20,4,22,211,43,0.075,1603.98,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Online,2020-09-20,14,29,14,43,0.1,3241.73,2,179,531770.74,5,5,5,555,15,Champions
In-Store,2020-09-20,2,29,90,36,0.1,619.08,2,179,531770.74,5,5,5,555,15,Champions
Online,2020-09-20,13,12,100,14,0.1,1034.35,3,210,616719.31,5,5,5,555,15,Champions
In-Store,2020-09-20,11,19,348,21,0.05,171.99,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Distributor,2020-09-20,25,49,213,42,0.05,334.06,7,152,354161.33,2,2,1,221,5,Need Attention
Distributor,2020-09-20,21,40,322,16,0.05,3109.47,9,150,406016.91,2,1,2,212,5,Need Attention
In-Store,2020-09-20,11,23,308,18,0.4,-739.14,12,164,449782.3,1,4,4,144,9,Cant Lose Group
In-Store,2020-09-21,6,14,30,46,0.2,1428.98,5,157,381450.02,3,3,2,332,8,At Risk Customer
In-Store,2020-09-21,3,47,333,12,0.05,1605.99,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
In-Store,2020-09-21,8,18,352,29,0.075,876.06,6,186,451637.75,3,5,4,354,12,Potential Loyalists
In-Store,2020-09-21,8,42,245,31,0.1,2422.85,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Wholesale,2020-09-21,28,14,237,5,0.075,3686.84,5,157,381450.02,3,3,2,332,8,At Risk Customer
Online,2020-09-21,13,35,120,11,0.1,742.63,10,145,345844.59,2,1,1,211,4,Need Attention
In-Store,2020-09-21,4,50,229,36,0.15,1239.77,16,163,498385.06,1,4,5,145,10,Cant Lose Group
In-Store,2020-09-21,2,20,55,7,0.075,699.51,9,167,439147.97,2,4,3,243,9,Cant Lose Group
Wholesale,2020-09-21,26,21,7,4,0.2,2017.24,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2020-09-21,3,50,4,8,0.075,1657.25,16,163,498385.06,1,4,5,145,10,Cant Lose Group
In-Store,2020-09-21,7,4,155,30,0.05,2867.6,5,167,526981.0599999999,3,4,5,345,12,Champions
Distributor,2020-09-21,25,18,168,41,0.2,9622.27,6,186,451637.75,3,5,4,354,12,Potential Loyalists
In-Store,2020-09-21,10,8,90,9,0.075,1290.82,5,142,338000.04,3,1,1,311,5,Checker
In-Store,2020-09-21,11,15,50,14,0.1,5049.92,4,142,441668.35,4,1,4,414,9,Potential Loyalists
Distributor,2020-09-21,22,41,324,12,0.4,0.0,2,161,403693.28,5,3,2,532,10,Potential Loyalists
In-Store,2020-09-21,5,23,296,14,0.1,179.69,12,164,449782.3,1,4,4,144,9,Cant Lose Group
Distributor,2020-09-22,21,10,87,16,0.075,1291.43,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Online,2020-09-22,19,17,101,42,0.15,981.55,6,175,534027.38,3,5,5,355,13,Champions
In-Store,2020-09-22,4,30,130,29,0.2,859.34,4,159,442372.43,4,3,4,434,11,Potential Loyalists
In-Store,2020-09-22,3,38,358,1,0.075,3307.62,8,150,350687.63,2,1,1,211,4,Need Attention
Online,2020-09-22,13,28,86,1,0.05,2834.1,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2020-09-22,4,39,14,27,0.15,247.9,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Distributor,2020-09-22,22,43,27,31,0.15,1018.4,5,151,372471.34,3,2,2,322,7,At Risk Customer
Wholesale,2020-09-22,28,18,23,36,0.05,6146.58,6,186,451637.75,3,5,4,354,12,Potential Loyalists
In-Store,2020-09-22,9,47,180,18,0.15,5804.88,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
In-Store,2020-09-22,6,22,351,43,0.075,510.74,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Wholesale,2020-09-22,28,44,182,27,0.05,7319.75,3,156,348209.08,5,2,1,521,8,Checker
In-Store,2020-09-23,9,32,188,25,0.1,437.38,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Distributor,2020-09-23,23,12,90,33,0.1,5383.58,3,210,616719.31,5,5,5,555,15,Champions
Distributor,2020-09-23,23,15,233,8,0.05,4829.36,4,142,441668.35,4,1,4,414,9,Potential Loyalists
In-Store,2020-09-23,8,6,322,13,0.075,423.91,4,143,392141.08,4,1,2,412,7,Potential Loyalists
Online,2020-09-23,16,31,136,6,0.075,565.61,4,152,398616.83,4,2,2,422,8,At Risk Customer
In-Store,2020-09-24,2,24,337,46,0.05,415.4,23,151,352505.54,1,2,1,121,4,Need Attention
In-Store,2020-09-24,4,13,49,23,0.05,1973.15,4,171,441003.32,4,4,3,443,11,At Risk Customer
In-Store,2020-09-24,8,28,36,11,0.05,203.41,8,145,348495.46,2,1,1,211,4,Need Attention
Distributor,2020-09-24,24,32,297,37,0.1,7641.22,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Distributor,2020-09-24,22,38,203,36,0.075,773.85,8,150,350687.63,2,1,1,211,4,Need Attention
Online,2020-09-24,19,37,225,7,0.3,-517.37,11,152,425241.12,1,2,3,123,6,Need Attention
Wholesale,2020-09-24,27,23,272,19,0.075,291.78,12,164,449782.3,1,4,4,144,9,Cant Lose Group
In-Store,2020-09-24,6,8,325,7,0.1,365.35,5,142,338000.04,3,1,1,311,5,Checker
Online,2020-09-24,15,34,200,21,0.2,964.8,15,176,496418.7,1,5,5,155,11,Cant Lose Group
In-Store,2020-09-24,7,37,80,8,0.1,2808.37,11,152,425241.12,1,2,3,123,6,Need Attention
In-Store,2020-09-25,3,18,156,25,0.4,-647.22,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Online,2020-09-25,17,50,207,22,0.05,257.28,16,163,498385.06,1,4,5,145,10,Cant Lose Group
In-Store,2020-09-25,7,44,209,23,0.15,1817.38,3,156,348209.08,5,2,1,521,8,Checker
Online,2020-09-25,17,8,85,6,0.05,14967.67,5,142,338000.04,3,1,1,311,5,Checker
Online,2020-09-25,20,8,139,33,0.1,84.75,5,142,338000.04,3,1,1,311,5,Checker
Wholesale,2020-09-25,27,33,356,7,0.075,10292.2,4,156,495444.29,4,2,5,425,11,Champions
Wholesale,2020-09-25,28,46,292,8,0.05,9678.55,4,157,378414.74,4,3,2,432,9,At Risk Customer
In-Store,2020-09-25,3,12,166,10,0.075,8405.82,3,210,616719.31,5,5,5,555,15,Champions
In-Store,2020-09-25,2,34,98,3,0.2,5879.25,15,176,496418.7,1,5,5,155,11,Cant Lose Group
Online,2020-09-25,13,1,339,12,0.05,5989.8,9,152,335933.63,2,2,1,221,5,Need Attention
In-Store,2020-09-26,1,12,127,23,0.05,4865.41,3,210,616719.31,5,5,5,555,15,Champions
Online,2020-09-26,19,19,307,32,0.075,2360.75,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Distributor,2020-09-26,23,17,99,41,0.3,2132.74,6,175,534027.38,3,5,5,355,13,Champions
In-Store,2020-09-26,5,9,252,30,0.2,315.97,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Wholesale,2020-09-26,27,30,360,8,0.15,4620.86,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Distributor,2020-09-27,24,4,147,10,0.05,4100.4,5,167,526981.0599999999,3,4,5,345,12,Champions
Online,2020-09-27,14,4,153,32,0.05,605.01,5,167,526981.0599999999,3,4,5,345,12,Champions
Distributor,2020-09-27,24,30,364,5,0.075,2693.74,4,159,442372.43,4,3,4,434,11,Potential Loyalists
In-Store,2020-09-27,11,31,28,11,0.3,-716.36,4,152,398616.83,4,2,2,422,8,At Risk Customer
Online,2020-09-27,14,17,126,45,0.05,13552.22,6,175,534027.38,3,5,5,355,13,Champions
Distributor,2020-09-27,24,30,58,47,0.1,3736.99,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Wholesale,2020-09-27,27,28,110,38,0.1,276.58,8,145,348495.46,2,1,1,211,4,Need Attention
Online,2020-09-27,17,31,295,22,0.075,809.02,4,152,398616.83,4,2,2,422,8,At Risk Customer
In-Store,2020-09-27,10,1,167,22,0.075,649.06,9,152,335933.63,2,2,1,221,5,Need Attention
In-Store,2020-09-27,2,37,71,43,0.075,660.49,11,152,425241.12,1,2,3,123,6,Need Attention
In-Store,2020-09-28,5,35,118,46,0.075,1806.99,10,145,345844.59,2,1,1,211,4,Need Attention
Online,2020-09-28,17,33,219,23,0.05,1594.6,4,156,495444.29,4,2,5,425,11,Champions
Wholesale,2020-09-28,27,37,274,5,0.075,23552.38,11,152,425241.12,1,2,3,123,6,Need Attention
Distributor,2020-09-28,22,16,204,9,0.05,77.18,3,135,402938.75,5,1,2,512,8,Potential Loyalists
Online,2020-09-28,20,50,286,42,0.05,1946.35,16,163,498385.06,1,4,5,145,10,Cant Lose Group
In-Store,2020-09-28,9,45,312,35,0.05,977.66,5,156,407145.0,3,2,3,323,8,At Risk Customer
Wholesale,2020-09-28,27,40,126,26,0.05,428.53,9,150,406016.91,2,1,2,212,5,Need Attention
In-Store,2020-09-29,11,48,341,23,0.075,354.1,10,172,424970.73,2,5,3,253,10,Cant Lose Group
In-Store,2020-09-29,10,43,155,6,0.075,8532.75,5,151,372471.34,3,2,2,322,7,At Risk Customer
In-Store,2020-09-29,8,10,323,43,0.05,8476.24,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Online,2020-09-29,14,25,229,36,0.075,1963.94,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Distributor,2020-09-29,21,18,87,45,0.05,287.43,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Online,2020-09-30,14,26,110,40,0.075,4418.38,11,153,375766.72,1,2,2,122,5,Need Attention
In-Store,2020-09-30,6,45,40,31,0.075,534.83,5,156,407145.0,3,2,3,323,8,At Risk Customer
Wholesale,2020-09-30,26,30,226,41,0.075,3406.11,4,159,442372.43,4,3,4,434,11,Potential Loyalists
In-Store,2020-09-30,6,36,171,40,0.05,6683.65,4,156,441225.98,4,2,3,423,9,At Risk Customer
In-Store,2020-09-30,11,35,95,35,0.075,4572.25,10,145,345844.59,2,1,1,211,4,Need Attention
In-Store,2020-10-01,4,46,199,19,0.05,3780.14,4,157,378414.74,4,3,2,432,9,At Risk Customer
Online,2020-10-01,20,9,231,29,0.05,7490.87,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Online,2020-10-01,14,21,272,35,0.075,4810.77,3,164,479383.05,5,4,5,545,14,Champions
Distributor,2020-10-01,22,24,269,35,0.4,705.51,23,151,352505.54,1,2,1,121,4,Need Attention
Online,2020-10-01,16,3,166,26,0.1,1496.11,10,181,466220.17,2,5,4,254,11,Cant Lose Group
Distributor,2020-10-01,22,27,55,46,0.3,11385.71,3,144,336959.79,5,1,1,511,7,Checker
In-Store,2020-10-01,7,4,244,30,0.05,117.92,5,167,526981.0599999999,3,4,5,345,12,Champions
Distributor,2020-10-01,20,22,272,20,0.1,2889.58,4,140,401721.77,4,1,2,412,7,Potential Loyalists
In-Store,2020-10-01,5,33,126,36,0.2,783.1,4,156,495444.29,4,2,5,425,11,Champions
Distributor,2020-10-01,24,29,363,41,0.1,2375.82,2,179,531770.74,5,5,5,555,15,Champions
Online,2020-10-02,20,32,323,25,0.05,2110.5,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Online,2020-10-02,20,2,59,14,0.1,7431.77,9,135,327409.14,2,1,1,211,4,Need Attention
In-Store,2020-10-02,11,18,53,36,0.075,1018.2,6,186,451637.75,3,5,4,354,12,Potential Loyalists
In-Store,2020-10-02,3,11,241,15,0.075,275.91,6,178,487614.24,3,5,5,355,13,Champions
Online,2020-10-02,15,42,333,9,0.15,2913.7,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Distributor,2020-10-02,24,16,87,29,0.05,1074.14,3,135,402938.75,5,1,2,512,8,Potential Loyalists
Online,2020-10-02,14,7,248,4,0.075,1458.86,3,153,414155.93,5,2,3,523,10,Potential Loyalists
In-Store,2020-10-02,8,11,5,34,0.1,3658.2,6,178,487614.24,3,5,5,355,13,Champions
Distributor,2020-10-02,24,49,82,9,0.075,792.94,7,152,354161.33,2,2,1,221,5,Need Attention
Online,2020-10-02,19,36,133,15,0.05,596.97,4,156,441225.98,4,2,3,423,9,At Risk Customer
Distributor,2020-10-03,25,39,125,12,0.1,2574.81,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Distributor,2020-10-03,21,9,61,24,0.2,1204.79,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Distributor,2020-10-03,23,41,215,3,0.05,588.53,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Distributor,2020-10-03,22,11,26,9,0.1,2191.17,6,178,487614.24,3,5,5,355,13,Champions
Online,2020-10-03,16,14,30,13,0.2,-876.09,5,157,381450.02,3,3,2,332,8,At Risk Customer
Wholesale,2020-10-03,28,40,218,41,0.1,6143.9,9,150,406016.91,2,1,2,212,5,Need Attention
In-Store,2020-10-03,8,42,224,1,0.05,433.36,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Wholesale,2020-10-03,27,41,119,16,0.05,883.4,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Wholesale,2020-10-03,27,41,214,3,0.075,960.61,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Online,2020-10-03,13,21,201,46,0.15,283.01,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2020-10-03,10,29,223,24,0.2,362.2,2,179,531770.74,5,5,5,555,15,Champions
Online,2020-10-04,15,4,5,43,0.05,3151.68,5,167,526981.0599999999,3,4,5,345,12,Champions
Distributor,2020-10-04,24,38,269,28,0.3,1204.93,8,150,350687.63,2,1,1,211,4,Need Attention
In-Store,2020-10-04,7,36,254,4,0.05,1125.6,4,156,441225.98,4,2,3,423,9,At Risk Customer
In-Store,2020-10-04,1,25,237,16,0.2,3023.04,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Wholesale,2020-10-04,27,2,269,46,0.2,1266.57,9,135,327409.14,2,1,1,211,4,Need Attention
Online,2020-10-04,20,50,115,38,0.075,905.1,16,163,498385.06,1,4,5,145,10,Cant Lose Group
Online,2020-10-04,13,43,364,18,0.3,3545.64,5,151,372471.34,3,2,2,322,7,At Risk Customer
In-Store,2020-10-04,3,39,329,46,0.075,4161.2,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Online,2020-10-04,17,20,291,41,0.075,1806.99,9,167,439147.97,2,4,3,243,9,Cant Lose Group
In-Store,2020-10-04,6,27,350,6,0.05,2283.36,3,144,336959.79,5,1,1,511,7,Checker
Distributor,2020-10-05,21,30,313,29,0.075,1057.36,4,159,442372.43,4,3,4,434,11,Potential Loyalists
In-Store,2020-10-05,5,32,73,43,0.1,10119.14,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Wholesale,2020-10-05,26,43,177,24,0.15,5727.7,5,151,372471.34,3,2,2,322,7,At Risk Customer
Wholesale,2020-10-05,27,18,129,6,0.05,1201.18,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Distributor,2020-10-05,22,46,189,10,0.15,3480.52,4,157,378414.74,4,3,2,432,9,At Risk Customer
In-Store,2020-10-05,10,36,328,28,0.05,2251.2,4,156,441225.98,4,2,3,423,9,At Risk Customer
Online,2020-10-05,17,39,216,7,0.3,1759.22,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Online,2020-10-05,15,19,258,14,0.1,2851.52,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Online,2020-10-06,13,37,255,33,0.05,5653.33,11,152,425241.12,1,2,3,123,6,Need Attention
In-Store,2020-10-06,12,41,331,18,0.1,844.47,2,161,403693.28,5,3,2,532,10,Potential Loyalists
In-Store,2020-10-06,10,4,60,16,0.05,738.07,5,167,526981.0599999999,3,4,5,345,12,Champions
Online,2020-10-06,20,47,154,15,0.15,353.76,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
Wholesale,2020-10-06,26,47,173,7,0.05,1111.53,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
In-Store,2020-10-06,8,42,20,37,0.075,1089.62,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Online,2020-10-06,15,18,197,6,0.075,2302.25,6,186,451637.75,3,5,4,354,12,Potential Loyalists
In-Store,2020-10-06,3,13,29,16,0.15,108.54,4,171,441003.32,4,4,3,443,11,At Risk Customer
In-Store,2020-10-06,1,32,155,6,0.15,2218.37,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Online,2020-10-07,14,49,242,45,0.075,3666.24,7,152,354161.33,2,2,1,221,5,Need Attention
Online,2020-10-07,13,17,212,24,0.075,8293.66,6,175,534027.38,3,5,5,355,13,Champions
Online,2020-10-07,20,16,229,33,0.05,21574.94,3,135,402938.75,5,1,2,512,8,Potential Loyalists
In-Store,2020-10-07,4,36,11,33,0.05,1233.34,4,156,441225.98,4,2,3,423,9,At Risk Customer
In-Store,2020-10-07,9,11,128,26,0.1,1031.8,6,178,487614.24,3,5,5,355,13,Champions
Online,2020-10-07,15,22,80,7,0.075,18159.68,4,140,401721.77,4,1,2,412,7,Potential Loyalists
In-Store,2020-10-07,5,46,302,37,0.05,10545.8,4,157,378414.74,4,3,2,432,9,At Risk Customer
In-Store,2020-10-08,3,28,114,34,0.2,3087.36,8,145,348495.46,2,1,1,211,4,Need Attention
Distributor,2020-10-08,20,49,51,32,0.075,1048.01,7,152,354161.33,2,2,1,221,5,Need Attention
Distributor,2020-10-08,24,32,81,12,0.15,947.92,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Distributor,2020-10-08,24,3,354,10,0.075,4417.28,10,181,466220.17,2,5,4,254,11,Cant Lose Group
In-Store,2020-10-08,7,3,258,27,0.15,979.0,10,181,466220.17,2,5,4,254,11,Cant Lose Group
Distributor,2020-10-08,23,5,281,9,0.05,203.81,30,159,445632.75,1,3,4,134,8,Need Attention
In-Store,2020-10-08,5,39,65,42,0.05,7293.08,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Online,2020-10-08,14,21,299,4,0.075,2866.76,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2020-10-08,3,45,79,37,0.2,-213.06,5,156,407145.0,3,2,3,323,8,At Risk Customer
Online,2020-10-08,14,2,98,7,0.3,1659.46,9,135,327409.14,2,1,1,211,4,Need Attention
Distributor,2020-10-09,22,39,293,17,0.075,2569.18,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Distributor,2020-10-09,23,13,304,39,0.075,208.94,4,171,441003.32,4,4,3,443,11,At Risk Customer
Distributor,2020-10-09,24,6,299,14,0.4,314.1,4,143,392141.08,4,1,2,412,7,Potential Loyalists
In-Store,2020-10-09,11,17,296,31,0.075,2658.23,6,175,534027.38,3,5,5,355,13,Champions
In-Store,2020-10-09,1,17,149,45,0.4,-938.0,6,175,534027.38,3,5,5,355,13,Champions
Online,2020-10-09,19,26,213,44,0.1,2066.88,11,153,375766.72,1,2,2,122,5,Need Attention
Online,2020-10-09,14,39,26,31,0.1,299.09,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Distributor,2020-10-09,23,14,274,40,0.15,525.28,5,157,381450.02,3,3,2,332,8,At Risk Customer
Distributor,2020-10-10,22,43,263,39,0.05,3079.45,5,151,372471.34,3,2,2,322,7,At Risk Customer
In-Store,2020-10-10,10,3,182,7,0.1,1573.7,10,181,466220.17,2,5,4,254,11,Cant Lose Group
Wholesale,2020-10-10,26,4,12,31,0.075,7406.45,5,167,526981.0599999999,3,4,5,345,12,Champions
Online,2020-10-10,13,46,363,7,0.075,411.55,4,157,378414.74,4,3,2,432,9,At Risk Customer
In-Store,2020-10-10,8,29,312,15,0.4,-820.08,2,179,531770.74,5,5,5,555,15,Champions
Distributor,2020-10-10,25,15,286,41,0.075,1341.17,4,142,441668.35,4,1,4,414,9,Potential Loyalists
Online,2020-10-10,12,27,143,8,0.15,54.0,3,144,336959.79,5,1,1,511,7,Checker
Distributor,2020-10-10,21,11,198,36,0.05,2659.23,6,178,487614.24,3,5,5,355,13,Champions
In-Store,2020-10-10,7,44,216,13,0.05,607.29,3,156,348209.08,5,2,1,521,8,Checker
In-Store,2020-10-10,1,3,234,38,0.075,731.14,10,181,466220.17,2,5,4,254,11,Cant Lose Group
In-Store,2020-10-10,12,29,310,9,0.05,709.13,2,179,531770.74,5,5,5,555,15,Champions
Distributor,2020-10-10,24,26,127,24,0.15,4373.43,11,153,375766.72,1,2,2,122,5,Need Attention
In-Store,2020-10-10,2,2,332,40,0.1,5381.17,9,135,327409.14,2,1,1,211,4,Need Attention
In-Store,2020-10-10,5,28,263,38,0.075,1423.62,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2020-10-11,7,11,280,9,0.15,5316.05,6,178,487614.24,3,5,5,355,13,Champions
Distributor,2020-10-11,25,13,138,37,0.05,3192.95,4,171,441003.32,4,4,3,443,11,At Risk Customer
Online,2020-10-11,19,4,265,21,0.05,6233.01,5,167,526981.0599999999,3,4,5,345,12,Champions
Online,2020-10-11,17,45,299,2,0.15,801.99,5,156,407145.0,3,2,3,323,8,At Risk Customer
Online,2020-10-11,17,8,24,33,0.05,2460.24,5,142,338000.04,3,1,1,311,5,Checker
In-Store,2020-10-11,5,46,342,40,0.05,3325.34,4,157,378414.74,4,3,2,432,9,At Risk Customer
In-Store,2020-10-11,1,44,341,40,0.1,4654.36,3,156,348209.08,5,2,1,521,8,Checker
In-Store,2020-10-12,2,21,306,20,0.05,16508.8,3,164,479383.05,5,4,5,545,14,Champions
Distributor,2020-10-12,23,1,131,5,0.1,121.0,9,152,335933.63,2,2,1,221,5,Need Attention
Wholesale,2020-10-12,27,11,90,14,0.05,2675.64,6,178,487614.24,3,5,5,355,13,Champions
Online,2020-10-13,13,30,234,35,0.05,4119.7,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Online,2020-10-13,14,37,360,8,0.15,0.0,11,152,425241.12,1,2,3,123,6,Need Attention
Online,2020-10-13,18,43,124,35,0.1,3931.69,5,151,372471.34,3,2,2,322,7,At Risk Customer
In-Store,2020-10-13,10,28,111,43,0.1,962.46,8,145,348495.46,2,1,1,211,4,Need Attention
Distributor,2020-10-13,24,15,265,20,0.05,6166.68,4,142,441668.35,4,1,4,414,9,Potential Loyalists
In-Store,2020-10-13,1,36,80,36,0.05,1414.5,4,156,441225.98,4,2,3,423,9,At Risk Customer
In-Store,2020-10-13,6,46,155,13,0.05,394.56,4,157,378414.74,4,3,2,432,9,At Risk Customer
In-Store,2020-10-13,9,37,336,29,0.4,-630.87,11,152,425241.12,1,2,3,123,6,Need Attention
In-Store,2020-10-13,7,44,203,34,0.2,74.77,3,156,348209.08,5,2,1,521,8,Checker
In-Store,2020-10-13,9,39,357,3,0.075,7486.24,4,176,471608.09,4,5,4,454,13,Potential Loyalists
In-Store,2020-10-13,5,33,235,9,0.075,1421.07,4,156,495444.29,4,2,5,425,11,Champions
In-Store,2020-10-14,5,49,17,34,0.15,849.02,7,152,354161.33,2,2,1,221,5,Need Attention
Online,2020-10-14,20,6,16,8,0.1,1285.33,4,143,392141.08,4,1,2,412,7,Potential Loyalists
Wholesale,2020-10-14,28,28,33,33,0.075,694.52,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2020-10-14,5,1,286,31,0.2,-239.59,9,152,335933.63,2,2,1,221,5,Need Attention
In-Store,2020-10-14,7,47,149,24,0.075,12916.26,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
In-Store,2020-10-14,10,9,327,25,0.4,-200.33,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Online,2020-10-15,13,34,11,33,0.05,1586.56,15,176,496418.7,1,5,5,155,11,Cant Lose Group
Online,2020-10-15,18,49,283,29,0.075,666.01,7,152,354161.33,2,2,1,221,5,Need Attention
Distributor,2020-10-15,21,20,95,44,0.15,236.91,9,167,439147.97,2,4,3,243,9,Cant Lose Group
Distributor,2020-10-15,22,9,39,22,0.1,1813.82,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Distributor,2020-10-15,25,43,118,19,0.05,224.32,5,151,372471.34,3,2,2,322,7,At Risk Customer
Online,2020-10-15,15,10,122,6,0.15,1061.28,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Distributor,2020-10-15,22,39,188,33,0.075,195.81,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Online,2020-10-15,15,6,284,23,0.15,702.7,4,143,392141.08,4,1,2,412,7,Potential Loyalists
Online,2020-10-15,13,8,100,29,0.075,3780.81,5,142,338000.04,3,1,1,311,5,Checker
Distributor,2020-10-15,24,10,315,43,0.05,7290.27,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Wholesale,2020-10-15,27,9,17,22,0.2,1029.66,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Distributor,2020-10-15,25,48,27,8,0.3,2.28,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Wholesale,2020-10-15,27,37,336,43,0.05,1656.78,11,152,425241.12,1,2,3,123,6,Need Attention
Distributor,2020-10-16,23,25,207,8,0.4,933.44,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Distributor,2020-10-16,25,29,106,18,0.05,280.06,2,179,531770.74,5,5,5,555,15,Champions
